source_hero,vs_hero,block,vs_role,score,grade_raw
시메트라,위도우메이커,상성,딜러,0.5,중립 약간 유리 (호버 방벽 특전)
시메트라,아나,상성,힐러,0.0,중립
시메트라,바티스트,상성,힐러,1.0,약간 유리
시메트라,브리기테,상성,힐러,1.0,약간 유리
시메트라,일리아리,상성,힐러,0.0,중립
시메트라,제트팩 캣,상성,힐러,-3.0,매우 불리
시메트라,주노,상성,힐러,0.0,유동적
시메트라,키리코,상성,힐러,-1.0,약간 불리
시메트라,라이프위버,상성,힐러,0.0,중립
시메트라,루시우,상성,힐러,1.0,약간 유리
시메트라,메르시,상성,힐러,-1.0,약간 불리
시메트라,미즈키,상성,힐러,1.0,약간 유리
시메트라,모이라,상성,힐러,-1.0,약간 불리
시메트라,우양,상성,힐러,-2.0,불리
시메트라,젠야타,상성,힐러,0.0,유동적
토르비욘,D.Mon,상성,탱커,0.0,
토르비욘,D.Va,상성,탱커,1.0,약간 유리
토르비욘,도미나,상성,탱커,0.0,중립
토르비욘,둠피스트,상성,탱커,1.0,약간 유리
토르비욘,해저드,상성,탱커,2.0,유리
토르비욘,정커퀸,상성,탱커,-2.0,불리
토르비욘,마우가,상성,탱커,0.0,중립
토르비욘,오리사,상성,탱커,0.0,중립
토르비욘,라마트라,상성,탱커,-2.0,불리
토르비욘,라인하르트,상성,탱커,0.0,중립
토르비욘,로드호그,상성,탱커,-1.0,약간 불리
토르비욘,시그마,상성,탱커,-1.0,약간 불리
토르비욘,윈스턴,상성,탱커,2.0,유리
토르비욘,레킹볼,상성,탱커,1.0,약간 유리
토르비욘,자리야,상성,탱커,-2.0,불리
토르비욘,안란,상성,딜러,2.0,유리
토르비욘,애쉬,상성,딜러,-2.0,불리
토르비욘,바스티온,상성,딜러,-2.0,불리
토르비욘,캐서디,상성,딜러,1.0,약간 유리
토르비욘,에코,상성,딜러,1.0,약간 유리
토르비욘,엠레,상성,딜러,-2.0,불리
토르비욘,프레야,상성,딜러,-2.0,불리
토르비욘,겐지,상성,딜러,3.0,매우 유리
토르비욘,한조,상성,딜러,-3.0,매우 불리
토르비욘,정크랫,상성,딜러,-2.0,불리
토르비욘,메이,상성,딜러,0.0,중립
토르비욘,파라,상성,딜러,-2.0,불리
토르비욘,리퍼,상성,딜러,2.0,유리
토르비욘,시온,상성,딜러,0.0,
토르비욘,시에라,상성,딜러,-3.0,
토르비욘,소전,상성,딜러,-2.0,불리
토르비욘,솔저: 76,상성,딜러,-3.0,매우 불리
토르비욘,솜브라,상성,딜러,0.0,중립
토르비욘,시메트라,상성,딜러,2.0,유리
토르비욘,트레이서,상성,딜러,3.0,매우 유리
토르비욘,벤데타,상성,딜러,3.0,매우 유리
토르비욘,벤처,상성,딜러,2.0,유리
토르비욘,위도우메이커,상성,딜러,-2.0,불리
토르비욘,아나,상성,힐러,0.0,중립
토르비욘,바티스트,상성,힐러,1.0,약간 유리
토르비욘,브리기테,상성,힐러,2.0,유리
토르비욘,일리아리,상성,힐러,0.0,중립
토르비욘,제트팩 캣,상성,힐러,2.0,유리
토르비욘,주노,상성,힐러,3.0,매우 유리
토르비욘,키리코,상성,힐러,2.0,유리
토르비욘,라이프위버,상성,힐러,-1.0,약간 불리
토르비욘,루시우,상성,힐러,0.0,중립
토르비욘,메르시,상성,힐러,1.0,약간 유리
토르비욘,미즈키,상성,힐러,2.0,유리
토르비욘,모이라,상성,힐러,3.0,매우 유리
토르비욘,우양,상성,힐러,-3.0,매우 불리
토르비욘,젠야타,상성,힐러,-2.0,불리
트레이서,D.Mon,상성,탱커,-2.0,
트레이서,D.Va,상성,탱커,-3.0,매우 불리
트레이서,도미나,상성,탱커,2.0,유리
트레이서,둠피스트,상성,탱커,0.0,유동적
트레이서,해저드,상성,탱커,0.0,중립
트레이서,정커퀸,상성,탱커,2.0,유리
트레이서,마우가,상성,탱커,0.0,중립
트레이서,오리사,상성,탱커,2.0,유리
트레이서,라마트라,상성,탱커,2.0,유리
트레이서,라인하르트,상성,탱커,2.0,유리
트레이서,로드호그,상성,탱커,-3.0,매우 불리
트레이서,시그마,상성,탱커,1.0,약간 유리
트레이서,윈스턴,상성,탱커,-1.0,약간 불리
트레이서,레킹볼,상성,탱커,0.0,중립
트레이서,자리야,상성,탱커,-3.0,매우 불리
트레이서,안란,상성,딜러,-3.0,매우 불리
트레이서,애쉬,상성,딜러,1.0,약간 유리
트레이서,바스티온,상성,딜러,2.0,유리
트레이서,캐서디,상성,딜러,-3.0,매우 불리
트레이서,에코,상성,딜러,3.0,매우 유리
트레이서,엠레,상성,딜러,-1.0,약간 불리
트레이서,프레야,상성,딜러,2.0,유리
트레이서,겐지,상성,딜러,0.0,중립
트레이서,한조,상성,딜러,-2.0,불리
트레이서,정크랫,상성,딜러,-2.0,불리
트레이서,메이,상성,딜러,1.0,약간 유리
트레이서,파라,상성,딜러,-2.0,불리
트레이서,리퍼,상성,딜러,-3.0,매우 불리
트레이서,시온,상성,딜러,-3.0,매우 불리
트레이서,시에라,상성,딜러,0.0,
트레이서,소전,상성,딜러,1.0,약간 유리
트레이서,솔저: 76,상성,딜러,-2.0,불리
트레이서,솜브라,상성,딜러,2.0,유리
트레이서,시메트라,상성,딜러,-3.0,매우 불리
트레이서,토르비욘,상성,딜러,-3.0,매우 불리
트레이서,벤데타,상성,딜러,0.0,중립
트레이서,벤처,상성,딜러,-1.0,약간 불리
트레이서,위도우메이커,상성,딜러,2.0,유리
트레이서,아나,상성,힐러,1.0,약간 유리
트레이서,바티스트,상성,힐러,-2.0,불리
트레이서,브리기테,상성,힐러,-1.0,약간 불리
트레이서,일리아리,상성,힐러,-2.0,불리
트레이서,제트팩 캣,상성,힐러,-2.0,불리
트레이서,주노,상성,힐러,1.0,약간 유리
트레이서,키리코,상성,힐러,-3.0,매우 불리
트레이서,라이프위버,상성,힐러,0.0,중립
트레이서,루시우,상성,힐러,0.0,중립
트레이서,메르시,상성,힐러,1.0,약간 유리
트레이서,미즈키,상성,힐러,0.0,중립
트레이서,모이라,상성,힐러,0.0,중립
트레이서,우양,상성,힐러,0.0,유동적
트레이서,젠야타,상성,힐러,2.0,유리
벤데타,D.Mon,상성,탱커,-1.0,
벤데타,D.Va,상성,탱커,3.0,매우 유리
벤데타,도미나,상성,탱커,3.0,매우 유리
벤데타,둠피스트,상성,탱커,0.0,중립
벤데타,해저드,상성,탱커,-1.0,약간 불리
벤데타,정커퀸,상성,탱커,0.0,중립
벤데타,마우가,상성,탱커,-2.0,불리
벤데타,오리사,상성,탱커,-2.0,불리
벤데타,라마트라,상성,탱커,0.0,중립
벤데타,라인하르트,상성,탱커,-1.0,약간 불리
벤데타,로드호그,상성,탱커,-3.0,매우 불리
벤데타,시그마,상성,탱커,0.0,중립
벤데타,윈스턴,상성,탱커,3.0,매우 유리
벤데타,레킹볼,상성,탱커,2.0,유리
벤데타,자리야,상성,탱커,0.0,중립
벤데타,안란,상성,딜러,-2.0,불리
벤데타,애쉬,상성,딜러,0.0,중립
벤데타,바스티온,상성,딜러,-2.0,불리
벤데타,캐서디,상성,딜러,-3.0,매우 불리
벤데타,에코,상성,딜러,-3.0,매우 불리
벤데타,엠레,상성,딜러,2.0,유리
벤데타,프레야,상성,딜러,-1.0,약간 불리
벤데타,겐지,상성,딜러,2.0,유리
벤데타,한조,상성,딜러,2.0,유리
벤데타,정크랫,상성,딜러,-3.0,매우 불리
벤데타,메이,상성,딜러,0.0,중립
벤데타,파라,상성,딜러,-3.0,매우 불리
벤데타,리퍼,상성,딜러,-3.0,매우 불리
벤데타,시온,상성,딜러,0.0,중립
벤데타,시에라,상성,딜러,-3.0,매우 불리
벤데타,소전,상성,딜러,-1.0,약간 불리
벤데타,솔저: 76,상성,딜러,3.0,매우 유리
벤데타,솜브라,상성,딜러,-2.0,불리
벤데타,시메트라,상성,딜러,1.5,매우 유리 (대인전) 중립 (다인전)
벤데타,토르비욘,상성,딜러,-3.0,매우 불리
벤데타,트레이서,상성,딜러,0.0,중립
벤데타,벤처,상성,딜러,0.0,중립
벤데타,위도우메이커,상성,딜러,2.0,유리
벤데타,아나,상성,힐러,-2.0,불리
벤데타,바티스트,상성,힐러,0.0,중립
벤데타,브리기테,상성,힐러,2.0,유리
벤데타,일리아리,상성,힐러,1.0,약간 유리
벤데타,제트팩 캣,상성,힐러,-3.0,매우 불리
벤데타,주노,상성,힐러,1.0,약간 유리
벤데타,키리코,상성,힐러,0.0,중립
벤데타,라이프위버,상성,힐러,2.0,유리
벤데타,루시우,상성,힐러,0.0,중립
벤데타,메르시,상성,힐러,-1.0,약간 불리
벤데타,미즈키,상성,힐러,-2.0,불리
벤데타,모이라,상성,힐러,-2.0,불리
벤데타,우양,상성,힐러,2.0,유리
벤데타,젠야타,상성,힐러,-1.0,약간 불리
벤처,D.Mon,상성,탱커,-2.0,
벤처,D.Va,상성,탱커,3.0,매우 유리
벤처,도미나,상성,탱커,1.0,약간 유리
벤처,둠피스트,상성,탱커,-2.0,불리
벤처,해저드,상성,탱커,-2.0,불리
벤처,정커퀸,상성,탱커,-2.0,불리
벤처,마우가,상성,탱커,-3.0,매우 불리
벤처,오리사,상성,탱커,-2.0,불리
벤처,라마트라,상성,탱커,-1.0,약간 불리
벤처,라인하르트,상성,탱커,-2.0,불리
벤처,로드호그,상성,탱커,-3.0,매우 불리
벤처,시그마,상성,탱커,0.0,중립
벤처,윈스턴,상성,탱커,-1.0,약간 불리
벤처,레킹볼,상성,탱커,0.0,중립
벤처,자리야,상성,탱커,-2.0,불리
벤처,안란,상성,딜러,2.0,유리
벤처,애쉬,상성,딜러,0.0,중립
벤처,바스티온,상성,딜러,-2.0,불리
벤처,캐서디,상성,딜러,-3.0,매우 불리
벤처,에코,상성,딜러,-2.0,불리
벤처,엠레,상성,딜러,0.0,중립
벤처,프레야,상성,딜러,-1.0,약간 불리
벤처,겐지,상성,딜러,2.0,유리
벤처,한조,상성,딜러,-2.0,불리
벤처,정크랫,상성,딜러,0.0,중립
벤처,메이,상성,딜러,0.0,중립
벤처,파라,상성,딜러,-2.0,불리
벤처,리퍼,상성,딜러,-3.0,매우 불리
벤처,시온,상성,딜러,-1.0,약간 불리
벤처,시에라,상성,딜러,-2.0,불리
벤처,소전,상성,딜러,-1.0,약간 불리
벤처,솔저: 76,상성,딜러,1.0,약간 유리
벤처,솜브라,상성,딜러,-2.0,불리
벤처,시메트라,상성,딜러,1.5,매우 유리 (대인전) 중립 (운영)
벤처,토르비욘,상성,딜러,-2.0,불리
벤처,트레이서,상성,딜러,1.0,약간 유리
벤처,벤데타,상성,딜러,0.0,중립
벤처,위도우메이커,상성,딜러,0.0,중립
벤처,아나,상성,힐러,0.0,중립
벤처,바티스트,상성,힐러,-2.0,불리
벤처,브리기테,상성,힐러,0.0,중립
벤처,일리아리,상성,힐러,3.0,매우 유리
벤처,제트팩 캣,상성,힐러,-3.0,매우 불리
벤처,주노,상성,힐러,-2.0,불리
벤처,키리코,상성,힐러,-1.0,약간 불리
벤처,라이프위버,상성,힐러,-2.0,불리
벤처,루시우,상성,힐러,-2.0,불리
벤처,메르시,상성,힐러,0.0,중립
벤처,미즈키,상성,힐러,-2.0,불리
벤처,모이라,상성,힐러,1.0,약간 유리
벤처,우양,상성,힐러,0.0,중립
벤처,젠야타,상성,힐러,0.0,중립
위도우메이커,D.Mon,상성,탱커,2.0,
위도우메이커,D.Va,상성,탱커,-2.0,불리
위도우메이커,도미나,상성,탱커,-2.0,불리
위도우메이커,둠피스트,상성,탱커,-3.0,매우 불리
위도우메이커,해저드,상성,탱커,-2.0,불리
위도우메이커,정커퀸,상성,탱커,3.0,매우 유리
위도우메이커,마우가,상성,탱커,2.0,유리
위도우메이커,오리사,상성,탱커,0.0,유리 불리 (보호 방벽 특전)
위도우메이커,라마트라,상성,탱커,0.0,중립
위도우메이커,라인하르트,상성,탱커,-2.0,불리
위도우메이커,로드호그,상성,탱커,2.0,유리
위도우메이커,시그마,상성,탱커,-2.0,불리
위도우메이커,윈스턴,상성,탱커,-3.0,매우 불리
위도우메이커,레킹볼,상성,탱커,-3.0,매우 불리
위도우메이커,자리야,상성,탱커,2.0,유리
위도우메이커,안란,상성,딜러,-3.0,
위도우메이커,애쉬,상성,딜러,0.0,중립
위도우메이커,바스티온,상성,딜러,0.0,중립
위도우메이커,캐서디,상성,딜러,2.0,유리
위도우메이커,에코,상성,딜러,0.0,중립
위도우메이커,엠레,상성,딜러,2.0,
위도우메이커,프레야,상성,딜러,3.0,매우 유리
위도우메이커,겐지,상성,딜러,-3.0,매우 불리
위도우메이커,한조,상성,딜러,-2.0,불리
위도우메이커,정크랫,상성,딜러,2.0,유리
위도우메이커,메이,상성,딜러,2.0,유리
위도우메이커,파라,상성,딜러,3.0,매우 유리
위도우메이커,리퍼,상성,딜러,2.0,유리
위도우메이커,시온,상성,딜러,-2.0,
위도우메이커,시에라,상성,딜러,2.0,
위도우메이커,소전,상성,딜러,1.0,약간 유리
위도우메이커,솔저: 76,상성,딜러,2.0,유리
위도우메이커,솜브라,상성,딜러,-2.0,불리
위도우메이커,시메트라,상성,딜러,0.0,중립
위도우메이커,토르비욘,상성,딜러,2.0,유리
위도우메이커,트레이서,상성,딜러,0.0,중립
위도우메이커,벤데타,상성,딜러,-2.0,불리
위도우메이커,벤처,상성,딜러,-1.0,약간 불리
위도우메이커,아나,상성,힐러,2.0,매우 유리 약간 유리 (인간사냥꾼 특전)
위도우메이커,바티스트,상성,힐러,0.0,중립
위도우메이커,브리기테,상성,힐러,1.0,약간 유리
위도우메이커,일리아리,상성,힐러,2.0,유리
위도우메이커,제트팩 캣,상성,힐러,3.0,
위도우메이커,주노,상성,힐러,2.0,유리
위도우메이커,키리코,상성,힐러,-1.0,약간 불리
위도우메이커,라이프위버,상성,힐러,2.0,유리
위도우메이커,루시우,상성,힐러,-3.0,매우 불리
위도우메이커,메르시,상성,힐러,2.0,유리
위도우메이커,미즈키,상성,힐러,3.0,
위도우메이커,모이라,상성,힐러,0.0,중립
위도우메이커,우양,상성,힐러,0.0,중립
위도우메이커,젠야타,상성,힐러,0.0,중립
아나,D.Mon,상성,탱커,0.0,
아나,D.Va,상성,탱커,-3.0,
아나,도미나,상성,탱커,-2.0,
아나,둠피스트,상성,탱커,1.5,
아나,해저드,상성,탱커,0.0,
아나,정커퀸,상성,탱커,2.0,
아나,마우가,상성,탱커,3.0,
아나,오리사,상성,탱커,-2.0,
아나,라마트라,상성,탱커,0.5,
아나,라인하르트,상성,탱커,0.0,
아나,로드호그,상성,탱커,3.0,
아나,시그마,상성,탱커,-2.0,
아나,윈스턴,상성,탱커,-2.0,
아나,레킹볼,상성,탱커,1.67,
아나,자리야,상성,탱커,-2.0,
아나,안란,상성,딜러,3.0,
아나,애쉬,상성,딜러,-1.0,
아나,바스티온,상성,딜러,1.0,
아나,캐서디,상성,딜러,2.0,
아나,에코,상성,딜러,0.0,
아나,엠레,상성,딜러,0.0,
아나,프레야,상성,딜러,0.0,
아나,겐지,상성,딜러,0.0,
아나,한조,상성,딜러,-2.0,
아나,정크랫,상성,딜러,0.0,
아나,메이,상성,딜러,-2.0,
아나,파라,상성,딜러,2.0,
아나,리퍼,상성,딜러,0.0,
아나,시온,상성,딜러,-2.0,
아나,시에라,상성,딜러,0.0,
아나,소전,상성,딜러,-2.0,
아나,솔저: 76,상성,딜러,1.0,
아나,솜브라,상성,딜러,2.0,
아나,시메트라,상성,딜러,-2.0,
아나,토르비욘,상성,딜러,0.0,
아나,트레이서,상성,딜러,0.0,
아나,벤데타,상성,딜러,2.0,
아나,벤처,상성,딜러,0.0,
아나,위도우메이커,상성,딜러,-3.0,
아나,바티스트,상성,힐러,0.0,
아나,브리기테,상성,힐러,3.0,
아나,일리아리,상성,힐러,2.0,
아나,제트팩 캣,상성,힐러,2.0,
아나,주노,상성,힐러,2.0,
아나,키리코,상성,힐러,-3.0,
아나,라이프위버,상성,힐러,2.0,
아나,루시우,상성,힐러,-2.0,
아나,메르시,상성,힐러,2.0,
아나,미즈키,상성,힐러,0.0,
아나,모이라,상성,힐러,1,"약간 유리 (팀파이트), 약간 불리 (1대1) [v1.5 팀전 값 채택]"
아나,우양,상성,힐러,0.0,
아나,젠야타,상성,힐러,0.0,
바티스트,D.Mon,상성,탱커,2.0,
바티스트,D.Va,상성,탱커,1.0,
바티스트,도미나,상성,탱커,0.0,
바티스트,둠피스트,상성,탱커,0.0,
바티스트,해저드,상성,탱커,-3.0,
바티스트,정커퀸,상성,탱커,-1.0,
바티스트,마우가,상성,탱커,1.0,
바티스트,오리사,상성,탱커,0.0,
바티스트,라마트라,상성,탱커,-1.0,
바티스트,라인하르트,상성,탱커,0.0,
바티스트,로드호그,상성,탱커,-3.0,
바티스트,시그마,상성,탱커,0.0,
바티스트,윈스턴,상성,탱커,-2.0,
바티스트,레킹볼,상성,탱커,-3.0,
바티스트,자리야,상성,탱커,0.0,
바티스트,안란,상성,딜러,1.0,
바티스트,애쉬,상성,딜러,-1.0,
바티스트,바스티온,상성,딜러,0.0,
바티스트,캐서디,상성,딜러,1.0,
바티스트,에코,상성,딜러,1.0,
바티스트,엠레,상성,딜러,1.0,
바티스트,프레야,상성,딜러,2.0,
바티스트,겐지,상성,딜러,0.0,
바티스트,한조,상성,딜러,-2.0,
바티스트,정크랫,상성,딜러,2.0,
바티스트,메이,상성,딜러,1.0,
바티스트,파라,상성,딜러,2.0,
바티스트,리퍼,상성,딜러,-1.0,
바티스트,시온,상성,딜러,2.0,
바티스트,시에라,상성,딜러,1.0,
바티스트,소전,상성,딜러,0.0,
바티스트,솔저: 76,상성,딜러,-1.0,
바티스트,솜브라,상성,딜러,0.0,
바티스트,시메트라,상성,딜러,-2.0,
바티스트,토르비욘,상성,딜러,-1.0,
바티스트,트레이서,상성,딜러,2.0,
바티스트,벤데타,상성,딜러,-2.0,
바티스트,벤처,상성,딜러,0.0,
바티스트,위도우메이커,상성,딜러,0.0,
바티스트,아나,상성,힐러,0.0,
바티스트,브리기테,상성,힐러,2.0,
바티스트,일리아리,상성,힐러,2.0,
바티스트,제트팩 캣,상성,힐러,2.0,
바티스트,주노,상성,힐러,2.0,
바티스트,키리코,상성,힐러,2.0,
바티스트,라이프위버,상성,힐러,2.0,
바티스트,루시우,상성,힐러,2.0,
바티스트,메르시,상성,힐러,2.0,
바티스트,미즈키,상성,힐러,0.0,
바티스트,모이라,상성,힐러,0.0,
바티스트,우양,상성,힐러,1.0,
바티스트,젠야타,상성,힐러,2.0,
브리기테,D.Mon,상성,탱커,-3.0,
브리기테,D.Va,상성,탱커,3.0,
브리기테,도미나,상성,탱커,0.0,
브리기테,둠피스트,상성,탱커,1.0,
브리기테,해저드,상성,탱커,1.0,
브리기테,정커퀸,상성,탱커,-2.0,
브리기테,마우가,상성,탱커,0.0,
브리기테,오리사,상성,탱커,-1.0,
브리기테,라마트라,상성,탱커,-3.0,
브리기테,라인하르트,상성,탱커,-2.0,
브리기테,로드호그,상성,탱커,-2.0,
브리기테,시그마,상성,탱커,3.0,
브리기테,윈스턴,상성,탱커,1.0,
브리기테,레킹볼,상성,탱커,2.0,
브리기테,자리야,상성,탱커,-2.0,
브리기테,안란,상성,딜러,2.0,
브리기테,애쉬,상성,딜러,-2.0,
브리기테,바스티온,상성,딜러,-3.0,
브리기테,캐서디,상성,딜러,-2.0,
브리기테,에코,상성,딜러,-2.0,
브리기테,엠레,상성,딜러,-2.0,
브리기테,프레야,상성,딜러,-3.0,
브리기테,겐지,상성,딜러,2.0,
브리기테,한조,상성,딜러,-3.0,
브리기테,정크랫,상성,딜러,-3.0,
브리기테,메이,상성,딜러,0.0,
브리기테,파라,상성,딜러,-3.0,
브리기테,리퍼,상성,딜러,2,매우 불리 (1대1) 유리 (팀파이트) [v1.5 팀전 값 채택]
브리기테,시온,상성,딜러,2.0,
브리기테,시에라,상성,딜러,-1.0,
브리기테,소전,상성,딜러,-1.0,
브리기테,솔저: 76,상성,딜러,-2.0,
브리기테,솜브라,상성,딜러,3.0,
브리기테,시메트라,상성,딜러,-2.0,
브리기테,토르비욘,상성,딜러,-2.0,
브리기테,트레이서,상성,딜러,2.0,
브리기테,벤데타,상성,딜러,-1.0,
브리기테,벤처,상성,딜러,1.0,
브리기테,위도우메이커,상성,딜러,-1.0,
브리기테,아나,상성,힐러,-3.0,
브리기테,바티스트,상성,힐러,-2.0,
브리기테,일리아리,상성,힐러,-2.0,
브리기테,제트팩 캣,상성,힐러,-3.0,
브리기테,주노,상성,힐러,0.0,
브리기테,키리코,상성,힐러,-1.0,
브리기테,라이프위버,상성,힐러,-3.0,
브리기테,루시우,상성,힐러,1.0,
브리기테,메르시,상성,힐러,-2.0,
브리기테,미즈키,상성,힐러,1.0,
브리기테,모이라,상성,힐러,1.0,
브리기테,우양,상성,힐러,-2.0,
브리기테,젠야타,상성,힐러,-3.0,
일리아리,D.Mon,상성,탱커,0.0,
일리아리,D.Va,상성,탱커,-3.0,
일리아리,도미나,상성,탱커,-2.0,
일리아리,둠피스트,상성,탱커,1.0,
일리아리,해저드,상성,탱커,-2.0,
일리아리,정커퀸,상성,탱커,-2,유리 (1대1) 불리 (팀파이트) [v1.5 팀전 값 채택]
일리아리,마우가,상성,탱커,1.0,
일리아리,오리사,상성,탱커,0.0,
일리아리,라마트라,상성,탱커,3.0,
일리아리,라인하르트,상성,탱커,0.0,
일리아리,로드호그,상성,탱커,2.0,
일리아리,시그마,상성,탱커,-3.0,
일리아리,윈스턴,상성,탱커,-2.0,
일리아리,레킹볼,상성,탱커,-1.0,
일리아리,자리야,상성,탱커,-2.0,
일리아리,안란,상성,딜러,-1.0,
일리아리,애쉬,상성,딜러,0.0,
일리아리,바스티온,상성,딜러,0.0,
일리아리,캐서디,상성,딜러,1.0,
일리아리,에코,상성,딜러,-1.0,
일리아리,엠레,상성,딜러,-2.0,
일리아리,프레야,상성,딜러,2.0,
일리아리,겐지,상성,딜러,1.0,
일리아리,한조,상성,딜러,-1.0,
일리아리,정크랫,상성,딜러,2.0,
일리아리,메이,상성,딜러,2.0,
일리아리,파라,상성,딜러,0.0,
일리아리,리퍼,상성,딜러,3.0,
일리아리,시온,상성,딜러,-2.0,
일리아리,시에라,상성,딜러,2.0,
일리아리,소전,상성,딜러,-0.5,
일리아리,솔저: 76,상성,딜러,0.0,
일리아리,솜브라,상성,딜러,0.0,
일리아리,시메트라,상성,딜러,0.0,
일리아리,토르비욘,상성,딜러,-1.0,
일리아리,트레이서,상성,딜러,-2.0,
일리아리,벤데타,상성,딜러,-1.0,
일리아리,벤처,상성,딜러,-1.0,
일리아리,위도우메이커,상성,딜러,-2.0,
일리아리,아나,상성,힐러,-1.0,
일리아리,바티스트,상성,힐러,0.0,
일리아리,브리기테,상성,힐러,3.0,
일리아리,제트팩 캣,상성,힐러,2.0,
일리아리,주노,상성,힐러,2.0,
일리아리,키리코,상성,힐러,0.0,
일리아리,라이프위버,상성,힐러,0.0,
일리아리,루시우,상성,힐러,-1.0,
일리아리,메르시,상성,힐러,2.0,
일리아리,미즈키,상성,힐러,1.0,
일리아리,모이라,상성,힐러,0.0,
일리아리,우양,상성,힐러,1.0,
일리아리,젠야타,상성,힐러,2.0,
제트팩 캣,D.Mon,상성,탱커,-2.0,
제트팩 캣,D.Va,상성,탱커,-2.0,
제트팩 캣,도미나,상성,탱커,2.0,
제트팩 캣,둠피스트,상성,탱커,0.0,
제트팩 캣,해저드,상성,탱커,1.0,
제트팩 캣,정커퀸,상성,탱커,3.0,
제트팩 캣,마우가,상성,탱커,-2.0,
제트팩 캣,오리사,상성,탱커,-2.0,
제트팩 캣,라마트라,상성,탱커,0.0,
제트팩 캣,라인하르트,상성,탱커,2.0,
제트팩 캣,로드호그,상성,탱커,2.0,
제트팩 캣,시그마,상성,탱커,0.0,
제트팩 캣,윈스턴,상성,탱커,0.0,
제트팩 캣,레킹볼,상성,탱커,-1.0,
제트팩 캣,자리야,상성,탱커,3.0,
제트팩 캣,안란,상성,딜러,3.0,
제트팩 캣,애쉬,상성,딜러,-3.0,
제트팩 캣,바스티온,상성,딜러,-2.0,
제트팩 캣,캐서디,상성,딜러,-2.0,
제트팩 캣,에코,상성,딜러,-2.0,
제트팩 캣,엠레,상성,딜러,-3.0,
제트팩 캣,프레야,상성,딜러,0.0,
제트팩 캣,겐지,상성,딜러,3.0,
제트팩 캣,한조,상성,딜러,2.0,
제트팩 캣,정크랫,상성,딜러,3.0,
제트팩 캣,메이,상성,딜러,3.0,
제트팩 캣,파라,상성,딜러,3.0,
제트팩 캣,리퍼,상성,딜러,1.0,
제트팩 캣,시온,상성,딜러,-2.0,
제트팩 캣,시에라,상성,딜러,2.0,
제트팩 캣,소전,상성,딜러,-1.0,
제트팩 캣,솔저: 76,상성,딜러,-3.0,
제트팩 캣,솜브라,상성,딜러,0.0,
제트팩 캣,시메트라,상성,딜러,3.0,
제트팩 캣,토르비욘,상성,딜러,-2.0,
제트팩 캣,트레이서,상성,딜러,2.0,
제트팩 캣,벤데타,상성,딜러,3.0,
제트팩 캣,벤처,상성,딜러,1.0,
제트팩 캣,위도우메이커,상성,딜러,-3.0,
제트팩 캣,아나,상성,힐러,-3.0,
제트팩 캣,바티스트,상성,힐러,-2.0,
제트팩 캣,브리기테,상성,힐러,3.0,
제트팩 캣,일리아리,상성,힐러,-2.0,
제트팩 캣,주노,상성,힐러,-3.0,
제트팩 캣,키리코,상성,힐러,2.0,
제트팩 캣,라이프위버,상성,힐러,-2.0,
제트팩 캣,루시우,상성,힐러,0.0,
제트팩 캣,메르시,상성,힐러,0.0,
제트팩 캣,미즈키,상성,힐러,-3.0,
제트팩 캣,모이라,상성,힐러,-1.0,
제트팩 캣,우양,상성,힐러,3.0,
제트팩 캣,젠야타,상성,힐러,-3.0,
주노,D.Mon,상성,탱커,-1.0,
주노,D.Va,상성,탱커,-3.0,
주노,도미나,상성,탱커,-1.0,
주노,둠피스트,상성,탱커,0.0,
주노,해저드,상성,탱커,-3.0,
주노,정커퀸,상성,탱커,-2.0,
주노,마우가,상성,탱커,-2.0,
주노,오리사,상성,탱커,2.0,
주노,라마트라,상성,탱커,0.0,
주노,라인하르트,상성,탱커,0.0,
주노,로드호그,상성,탱커,-2.0,
주노,시그마,상성,탱커,2.0,
주노,윈스턴,상성,탱커,-2.0,
주노,레킹볼,상성,탱커,-2.0,
주노,자리야,상성,탱커,0.0,
주노,안란,상성,딜러,2.0,
주노,애쉬,상성,딜러,-2.0,
주노,바스티온,상성,딜러,-2.0,
주노,캐서디,상성,딜러,-2.0,
주노,에코,상성,딜러,2.0,
주노,엠레,상성,딜러,-2.0,
주노,프레야,상성,딜러,-0.5,
주노,겐지,상성,딜러,-1.0,
주노,한조,상성,딜러,0.0,
주노,정크랫,상성,딜러,2.0,
주노,메이,상성,딜러,0.0,
주노,파라,상성,딜러,2.0,
주노,리퍼,상성,딜러,1.0,
주노,시온,상성,딜러,-3.0,
주노,시에라,상성,딜러,-2.0,
주노,소전,상성,딜러,-2.0,
주노,솔저: 76,상성,딜러,-3.0,
주노,솜브라,상성,딜러,-2.0,
주노,시메트라,상성,딜러,-2.0,
주노,토르비욘,상성,딜러,-3.0,
주노,트레이서,상성,딜러,-2.0,
주노,벤데타,상성,딜러,-1.0,
주노,벤처,상성,딜러,2.0,
주노,위도우메이커,상성,딜러,-2.0,
주노,아나,상성,힐러,-2.0,
주노,바티스트,상성,힐러,-2.0,
주노,브리기테,상성,힐러,1.0,
주노,일리아리,상성,힐러,-2.0,
주노,제트팩 캣,상성,힐러,-1,매우 유리 (1대1) 약간 불리 (팀파이트) [v1.5 팀전 값 채택]
주노,키리코,상성,힐러,1.0,
주노,라이프위버,상성,힐러,0.0,
주노,루시우,상성,힐러,0.0,
주노,메르시,상성,힐러,2.0,
